ticker,fiscal_year,report_date,revenue,gross_profit,ebit,net_income,interest_expense,tax_expense,total_assets,total_equity,total_debt,cash,goodwill,intangible_assets,right_of_use_assets,lease_liabilities,capex,gross_margin,invested_capital,nopat,roic,effective_tax_rate,currency,accounting_std,source,fetched_at,t_k
ALFEN.AS,2022,2022-12-31 00:00:00,439876000.0,153512000.0,67749000.0,53047000.0,976000.0,,321074000.0,150583000.0,2690000.0,22841000.0,127000.0,23406000.0,,,,0.3489892606098082,130305000.0,50811750.0,0.38994474502129617,0.25,EUR,IFRS,yfinance,2026-03-16 09:56:29.289981,
ALFEN.AS,2023,2023-12-31 00:00:00,504477000.0,151089000.0,41880000.0,29684000.0,3398000.0,,395969000.0,179613000.0,8649000.0,2073000.0,127000.0,28494000.0,,,,0.29949631003990274,186062000.0,31410000.0,0.1688146961765433,0.25,EUR,IFRS,yfinance,2026-03-16 09:56:29.289981,
ALFEN.AS,2024,2024-12-31 00:00:00,487643000.0,115385000.0,-30462000.0,-27014000.0,5062000.0,,362750000.0,152235000.0,6381000.0,17068000.0,127000.0,26796000.0,,,,0.23661777160750797,141421000.0,-22846500.0,-0.16154955770359422,0.25,EUR,IFRS,yfinance,2026-03-16 09:56:29.289981,
ALFEN.AS,2025,2025-12-31 00:00:00,435624000.0,124891000.0,3436000.0,-189000.0,3331000.0,,312531000.0,152765000.0,4235000.0,26673000.0,127000.0,32386000.0,,,,0.2866944888252254,130200000.0,2577000.0,0.0197926267281106,0.25,EUR,IFRS,yfinance,2026-03-16 09:56:29.289981,
