ticker,fiscal_year,report_date,revenue,gross_profit,ebit,net_income,interest_expense,tax_expense,total_assets,total_equity,total_debt,cash,goodwill,intangible_assets,right_of_use_assets,lease_liabilities,capex,gross_margin,invested_capital,nopat,roic,effective_tax_rate,currency,accounting_std,source,fetched_at,t_k
ENEL.MI,2021,2021-12-31,68372000000.0,20338000000.0,7711000000.0,3189000000.0,2333000000.0,,206940000000.0,29653000000.0,52212000000.0,8858000000.0,13821000000.0,18070000000.0,,,,0.29746094892646113,59186000000.0,5783250000.0,0.09771314162132937,0.25,EUR,IFRS,yfinance,2026-03-13 09:38:56.875501,
ENEL.MI,2022,2022-12-31,102666000000.0,5682000000.0,11305000000.0,1682000000.0,2628000000.0,,219874000000.0,28655000000.0,65780000000.0,11041000000.0,13742000000.0,17520000000.0,,,,0.055344515224124834,69652000000.0,8478750000.0,0.12173017285935796,0.25,EUR,IFRS,yfinance,2026-03-13 09:38:56.875501,
ENEL.MI,2023,2023-12-31,82499000000.0,34587000000.0,10933000000.0,3438000000.0,3517000000.0,,195224000000.0,31755000000.0,58448000000.0,6801000000.0,13042000000.0,17055000000.0,,,,0.4192414453508527,70360000000.0,8199750000.0,0.11653993746446845,0.25,EUR,IFRS,yfinance,2026-03-13 09:38:56.875501,
ENEL.MI,2024,2024-12-31,70649000000.0,38145000000.0,15334000000.0,7016000000.0,3451000000.0,,187139000000.0,33731000000.0,57387000000.0,8051000000.0,12850000000.0,15837000000.0,,,,0.5399227165281887,70217000000.0,11500500000.0,0.16378512326074882,0.25,EUR,IFRS,yfinance,2026-03-13 09:38:56.875501,
