ticker,fiscal_year,report_date,revenue,gross_profit,ebit,net_income,interest_expense,tax_expense,total_assets,total_equity,total_debt,cash,goodwill,intangible_assets,right_of_use_assets,lease_liabilities,capex,gross_margin,invested_capital,nopat,roic,effective_tax_rate,currency,accounting_std,source,fetched_at,t_k
MTSI,2021,,606920000.0,341855000.0,81002000.0,37973000.0,22063000.0,,1134145000.0,471736000.0,,156537000.0,314240000.0,,,,17954000.0,0.563262044421011,,63991580.0,,0.21,USD,GAAP,edgar,2026-03-30 10:12:14.517404,
MTSI,2022,,675170000.0,406181000.0,132674000.0,439955000.0,8551000.0,,1571817000.0,842748000.0,,119952000.0,311417000.0,,,,26513000.0,0.6015981160300369,,104812460.0,,0.21,USD,GAAP,edgar,2026-03-30 10:12:14.517404,
MTSI,2023,,648407000.0,385797000.0,107400000.0,91577000.0,12384000.0,,1553244000.0,947600000.0,,173952000.0,323398000.0,66994000.0,,,24699000.0,0.5949920343241205,,84846000.0,,0.21,USD,GAAP,edgar,2026-03-30 10:12:14.517404,
MTSI,2024,,729578000.0,393773000.0,73666000.0,76859000.0,5136000.0,,1755640000.0,1126343000.0,,146806000.0,332201000.0,76088000.0,,,22440000.0,0.5397270751036901,,58196140.0,,0.21,USD,GAAP,edgar,2026-03-30 10:12:14.517404,
MTSI,2025,,967258000.0,529002000.0,129652000.0,-54210000.0,,,2103360000.0,1327095000.0,,112142000.0,336315000.0,78570000.0,,,42551000.0,0.5469088909060458,,102425080.0,,0.21,USD,GAAP,edgar,2026-03-30 10:12:14.517404,
