ticker,fiscal_year,report_date,revenue,gross_profit,ebit,net_income,interest_expense,tax_expense,total_assets,total_equity,total_debt,cash,goodwill,intangible_assets,right_of_use_assets,lease_liabilities,capex,gross_margin,invested_capital,nopat,roic,effective_tax_rate,currency,accounting_std,source,fetched_at,t_k
CRDO,2021,,58697000.0,38278000.0,-25234000.0,-27511000.0,,,155490000.0,-55431000.0,,103757000.0,,,,,6056000.0,0.6521287288958549,,-19934860.0,,0.21,USD,GAAP,edgar,2026-04-06 10:05:10.251719,
CRDO,2022,,106477000.0,64015000.0,-21968000.0,-22176000.0,,,375689000.0,334163000.0,,259322000.0,,,,,17580000.0,0.6012096509105253,,-17354720.0,,0.21,USD,GAAP,edgar,2026-04-06 10:05:10.251719,
CRDO,2023,,184194000.0,106194000.0,-21235000.0,-16547000.0,,,397289000.0,347635000.0,,108583000.0,,,,,21713000.0,0.5765334375712564,,-16775650.0,,0.21,USD,GAAP,edgar,2026-04-06 10:05:10.251719,
CRDO,2024,,192970000.0,119431000.0,-37058000.0,-28369000.0,,,601932000.0,540198000.0,,66942000.0,,,,,15652000.0,0.6189096750790278,,-29275820.0,,0.21,USD,GAAP,edgar,2026-04-06 10:05:10.251719,
CRDO,2025,,436775000.0,282909000.0,37124000.0,52183000.0,,,809257000.0,681582000.0,,236328000.0,,,,,36061000.0,0.6477225115906359,,29327960.0,,0.21,USD,GAAP,edgar,2026-04-06 10:05:10.251719,
