ticker,fiscal_year,report_date,revenue,gross_profit,ebit,net_income,interest_expense,tax_expense,total_assets,total_equity,total_debt,cash,goodwill,intangible_assets,right_of_use_assets,lease_liabilities,capex,gross_margin,invested_capital,nopat,roic,effective_tax_rate,currency,accounting_std,source,fetched_at,t_k
UEC,2021,,0.0,0.0,-17512000.0,-14813000.0,2880000.0,,169541000.0,151455000.0,10075000.0,44313000.0,,,,,148000.0,,117217000.0,-13834480.0,-0.11802451862784408,0.21,USD,GAAP,edgar,2026-04-27 10:56:47.263902,
UEC,2022,,23161000.0,7293000.0,-22710000.0,5252000.0,1519000.0,,354247000.0,326909000.0,0.0,32536000.0,,,,,620000.0,0.314882777082164,294373000.0,-17940900.0,-0.060946146555560465,0.21,USD,GAAP,edgar,2026-04-27 10:56:47.263902,
UEC,2023,,164389000.0,49670000.0,8867000.0,-3307000.0,805000.0,,737589000.0,631827000.0,,45614000.0,,,,,555000.0,0.30214917056494045,,7004930.0,,0.21,USD,GAAP,edgar,2026-04-27 10:56:47.263902,
UEC,2024,,224000.0,37000.0,-56402000.0,-29221000.0,827000.0,,889828000.0,778113000.0,,87533000.0,,,,,1988000.0,0.16517857142857142,,-44557580.0,,0.21,USD,GAAP,edgar,2026-04-27 10:56:47.263902,
UEC,2025,,66837000.0,24477000.0,-73321000.0,-87656000.0,1446000.0,,1107653000.0,983900000.0,,148930000.0,,,,,5480000.0,0.36621930966380895,,-57923590.0,,0.21,USD,GAAP,edgar,2026-04-27 10:56:47.263902,
