ticker,score_date,physical_raw,physical_norm,physical_confidence,quality_score,quality_confidence,roic_wacc_spread,margin_snr,inflation_convexity,crowding_score,crowding_confidence,etf_correlation,trends_norm,short_pct,composite_score,composite_confidence,mu_estimate,sigma_estimate,kelly_fraction,kelly_25pct,entry_signal,exit_signal,autocorr_delta,absorption_delta,etf_corr_score,short_interest_score,swing_score,swing_confidence,rs_rank,breakout_score,vcp_score
FCX,2026-04-20,1.5,0.999,1.0,0.2908,0.3333,0.1163,,,0.685,0.4239,,,,0.0915,0.5,0.0704,,,,False,False,0.2288,0.0,0.6469,0.0,0.5167,1.0,0.7019,0.3607,0.4584
MP,2026-04-20,2.0,0.999,1.0,0.0,0.3333,-0.1488,,,0.5285,0.5029,,,,0.0,0.5184,0.0429,,,,False,True,-0.0038,0.0,1.0,0.0,0.3529,1.0,0.6875,0.0,0.3895
LUN.TO,2026-04-20,1.5,0.999,1.0,0.0605,0.75,0.0208,5.1096,1.6755,0.4629,0.4239,,,,0.0325,0.8072,0.0482,,,,False,True,-0.0456,0.0,0.4686,0.0,0.497,1.0,0.9423,0.0273,0.5456
IVN.TO,2026-04-20,1.5,0.999,1.0,0.0,0.5333,-0.0984,0.5271,,0.3752,0.4239,,,,0.0,0.6856,0.0385,,,,False,True,-0.0822,0.0,0.0,0.0,0.127,1.0,0.0625,0.0,0.5099
AVGO,2026-04-20,1.5,0.999,1.0,0.0,0.0,,20.4197,0.4195,0.4026,0.4239,,,,0.0,0.6322,0.0429,,,,False,True,-0.0444,0.0,0.0,0.0,0.4358,1.0,0.6923,0.3386,0.1171
NG.L,2026-04-20,1.5,0.999,1.0,0.0945,0.75,0.021,9.1925,-2.7727,0.6702,0.4239,,,,0.0311,0.8072,0.0403,,,,False,True,0.1449,0.0,1.0,0.0,0.2134,1.0,0.3413,0.0402,0.3042
OKLO,2026-04-20,1.5,0.999,1.0,0.0,0.0,,,,0.4441,0.5029,,,,0.0,0.4407,0.0429,,,,False,True,0.02,0.0,0.1078,0.0,0.3336,1.0,0.6202,0.0,0.4274
UEC,2026-04-20,2.0,0.999,1.0,0.0,0.0,,3.3434,3.9152,0.4124,0.4239,,,,0.0,0.6322,0.0429,,,,False,True,-0.0543,0.0,0.1302,0.0,0.4803,1.0,0.899,0.0,0.6035
KTOS,2026-04-20,2.0,0.999,1.0,0.0,0.0,,14.5153,-0.5825,0.2174,0.4239,,,,0.0,0.6322,0.0429,,,,False,True,-0.3873,0.0,0.0,0.0,0.3515,1.0,0.6394,0.0,0.4787
CW,2026-04-20,2.0,0.999,1.0,0.0,0.0,,176.8676,0.0122,0.3905,0.4239,,,,0.0,0.6322,0.0429,,,,False,True,-0.0936,0.0,0.1802,0.0,0.4851,1.0,0.7308,0.3216,0.3206
BAB.L,2026-04-20,2.0,0.999,1.0,0.0,0.0,,,,0.3662,0.4239,,,,0.0,0.4765,0.031,,,,False,True,-0.2021,0.0,0.5971,0.0,0.2539,1.0,0.5048,0.0,0.2598
AWR,2026-04-20,1.5,0.999,1.0,0.0,0.0,,,,0.3473,0.4239,,,,0.0,0.4222,0.0429,,,,False,True,-0.1207,0.0,0.0,0.0,0.1916,1.0,0.1346,0.2255,0.2378
PNN.L,2026-04-20,1.5,0.999,1.0,0.0,0.75,-0.0227,112.2409,-0.1257,0.4014,0.4239,,,,0.0,0.8072,0.031,,,,False,True,-0.2075,0.0,0.8972,0.0,0.1915,1.0,0.2788,0.0138,0.3725
ACCIONA.MC,2026-04-20,2.0,0.999,1.0,0.0,0.0,,,,0.5,0.0,,,,,0.3233,,,,,False,False,0.0,0.0,0.0,0.0,0.3,0.0,0.5,0.0,0.5
ANTO.L,2026-04-20,1.5,0.999,1.0,0.2161,0.6667,0.0783,4.9439,2.5148,0.5221,0.5029,,,,0.1032,0.8062,0.062,,,,False,True,0.1658,0.0,0.0,0.0,0.4005,1.0,0.7981,0.0,0.4063
AMG.AS,2026-04-20,1.5,0.999,1.0,0.0,0.0,,4.6592,-0.8512,0.4156,0.4239,,,,0.0,0.6322,0.031,,,,False,True,-0.0906,0.0,0.3563,0.0,0.3501,1.0,0.6971,0.0,0.3564
SCCO,2026-04-20,1.5,0.999,1.0,0.8219,0.3333,0.3288,,,0.6691,0.4239,,,,0.2717,0.5,0.1244,,,,False,False,0.2133,0.0,0.6111,0.0,0.4259,1.0,0.7933,0.0,0.5427
VALE,2026-04-20,1.5,0.999,1.0,0.0,0.0,,4.5305,-0.6232,0.4602,0.4239,,,,0.0,0.6322,0.0429,,,,False,True,-0.1449,0.0,1.0,0.0,0.5264,1.0,0.6346,0.423,0.517
AMD,2026-04-20,1.5,0.999,1.0,0.0,0.0,,23.4586,-0.186,0.3552,0.493,,,,0.0,0.6484,0.0429,,,,False,True,-0.1498,0.0,0.2513,0.0,0.5995,1.0,0.8846,0.4321,0.3642
ENTG,2026-04-20,2.0,0.999,1.0,0.0,0.0,,24.6716,-0.2012,0.5111,0.4239,,,,0.0,0.6322,0.0429,,,,False,True,0.0498,0.0,0.3087,0.0,0.4689,1.0,0.6779,0.3539,0.2809
COHR,2026-04-20,1.5,0.999,1.0,0.0,0.0,,,,0.3993,0.4239,,,,0.0,0.4222,0.0429,,,,False,True,-0.086,0.0,0.2057,0.0,0.5729,1.0,0.9856,0.3006,0.2922
STM.PA,2026-04-20,2.0,0.999,1.0,0.0,0.0,,,,0.5,0.0,,,,,0.3233,,,,,False,False,0.0,0.0,0.0,0.0,0.3,0.0,0.5,0.0,0.5
SOITEC.PA,2026-04-20,1.5,0.999,1.0,0.0,0.0,,,,0.5,0.0,,,,,0.3233,,,,,False,False,0.0,0.0,0.0,0.0,0.3,0.0,0.5,0.0,0.5
UROY,2026-04-20,2.0,0.999,1.0,0.0,0.6,-0.1345,3.3953,-9.7577,0.3649,0.4239,,,,0.0,0.7722,0.0429,,,,False,True,-0.1388,0.0,0.2357,0.0,0.3788,1.0,0.6731,0.0,0.548
CRDO,2026-04-20,1.5,0.999,1.0,0.0,0.0,,,,0.4857,0.4239,,,,0.0,0.4222,0.0429,,,,False,True,0.0692,0.0,0.0062,0.0,0.3922,1.0,0.8894,0.0,0.182
ALGM,2026-04-20,2.0,0.999,1.0,0.0,0.0,,,,0.4257,0.4239,,,,0.0,0.4222,0.0429,,,,False,True,-0.0673,0.0,0.304,0.0,0.3287,1.0,0.6058,0.1046,0.2226
XEL,2026-04-20,1.5,0.999,1.0,0.0,0.0,,,,0.5157,0.4239,,,,0.0,0.4222,0.0429,,,,False,True,0.0924,0.0,0.107,0.0,0.2844,1.0,0.2596,0.3271,0.2487
EIX,2026-04-20,1.5,0.999,1.0,0.0,0.0,,,,0.4992,0.4239,,,,0.0,0.4222,0.0429,,,,False,True,0.0889,0.0,0.0,0.0,0.2768,1.0,0.4279,0.1201,0.2882
VERBUND.VI,2026-04-20,1.5,0.999,1.0,0.0,0.0,,,,0.5,0.0,,,,,0.3233,,,,,False,False,0.0,0.0,0.0,0.0,0.3,0.0,0.5,0.0,0.5
NRG,2026-04-20,2.0,0.999,1.0,0.0,0.0,,,,0.4064,0.4239,,,,0.0,0.4222,0.0429,,,,False,True,-0.1101,0.0,0.394,0.0,0.326,1.0,0.5673,0.0522,0.3908
NXE,2026-04-20,2.0,0.999,1.0,0.0,0.2333,-0.221,,,0.4222,0.4239,,,,0.0,0.4767,0.0429,,,,False,True,-0.034,0.0,0.0927,0.0,0.4482,1.0,0.8125,0.0332,0.5498
BA,2026-04-20,1.5,0.999,1.0,0.0,0.0,,,,0.5271,0.4239,,,,0.0,0.4222,0.0429,,,,False,True,0.0483,0.0,0.4394,0.0,0.2168,1.0,0.3942,0.0,0.2955
IEX,2026-04-20,2.0,0.999,1.0,0.0,0.0,,,,0.6378,0.4239,,,,0.0,0.4222,0.0429,,,,False,True,0.2801,0.0,0.0,0.0,0.2351,1.0,0.2452,0.2336,0.218
ZWS,2026-04-20,1.5,0.999,1.0,0.0,0.0,,,,0.648,0.4239,,,,0.0,0.4222,0.0429,,,,False,True,0.2367,0.0,0.3195,0.0,0.2238,1.0,0.4471,0.0313,0.1621
FNV,2026-04-20,1.5,0.999,1.0,0.0,0.0,,13.9482,1.4178,0.7241,0.4239,,,,0.0,0.6322,0.0429,,,,False,True,0.2571,0.0,0.7898,0.0,0.3752,1.0,0.5433,0.1242,0.5409
SLI,2026-04-20,1.5,0.999,1.0,0.0,0.2333,-0.3068,,,0.6171,0.4239,,,,0.0,0.4767,0.0429,,,,False,True,0.0716,0.0,1.0,0.0,0.4483,1.0,0.8173,0.0,0.6069
ETN,2026-04-20,2.0,0.999,1.0,0.0,0.0,,,,0.6544,0.4239,,,,0.0,0.4222,0.0429,,,,False,True,0.2515,0.0,0.2865,0.0,0.3879,1.0,0.4904,0.359,0.2408
VRT,2026-04-20,2.0,0.999,1.0,0.8913,0.3333,0.3565,,,0.4764,0.5029,,,,0.4662,0.5184,0.1828,,,,False,False,0.0918,0.0,0.0,0.0,0.529,1.0,0.9663,0.2445,0.2236
CEG,2026-04-20,2.0,0.999,1.0,0.1008,0.3333,0.0403,,,0.4076,0.5029,,,,0.0597,0.5184,0.0608,,,,False,True,-0.0196,0.0,0.0,0.0,0.2293,1.0,0.351,0.0,0.4444
NNE,2026-04-20,1.5,0.999,1.0,0.0,0.0,,,,0.3428,0.5029,,,,0.0,0.4407,0.0429,,,,False,True,-0.1246,0.0,0.0,0.0,0.0793,1.0,0.024,0.0,0.3485
BWXT,2026-04-20,2.0,0.999,1.0,0.0,0.0,,,,0.3321,0.4239,,,,0.0,0.4222,0.0429,,,,False,True,-0.2372,0.0,0.5306,0.0,0.4933,1.0,0.7163,0.3669,0.3001
LDO.MI,2026-04-20,1.5,0.999,1.0,1.0,0.6667,0.2552,15.0511,-0.1929,0.4121,0.4239,,,,0.5873,0.7878,0.2072,,,,False,False,-0.0313,0.0,0.0,0.0,0.1474,1.0,0.2644,0.0,0.2084
TDG,2026-04-20,1.5,0.999,1.0,1.0,0.9167,0.4491,19.1691,0.0056,0.2528,0.4239,,,,0.7465,0.8461,0.2668,,,,False,False,-0.2512,0.0,0.0,0.0,0.0532,1.0,0.0673,0.0,0.1313
AWK,2026-04-20,1.5,0.999,1.0,0.0,0.0,,,,0.4079,0.493,,,,0.0,0.4384,0.0429,,,,False,True,-0.0192,0.0,0.0,0.0,0.1033,1.0,0.0962,0.0,0.3241
XYL,2026-04-20,2.0,0.999,1.0,1.0,0.9167,0.1863,64.6956,0.3319,0.4394,0.5029,,,,0.56,0.8646,0.2109,,,,False,False,0.0319,0.0,0.0,0.0,0.1247,1.0,0.1827,0.0,0.2579
NVDA,2026-04-20,2.0,0.999,1.0,1.0,0.9167,0.6284,9.3484,-5.9617,0.4451,0.5029,,,,0.5543,0.8646,0.2092,,,,False,False,-0.0018,0.0,0.2383,0.0,0.4171,1.0,0.5577,0.2851,0.3999
ONTO,2026-04-20,2.0,0.999,1.0,0.0,0.0,,31.74,-0.0768,0.295,0.4239,,,,0.0,0.6322,0.0429,,,,False,True,-0.2562,0.0,0.3516,0.0,0.5145,1.0,0.7644,0.4705,0.1025
ASML.AS,2026-04-20,1.5,0.999,1.0,1.0,0.75,1.6908,53.3934,-0.2104,0.5318,0.5029,,,,0.4677,0.8257,0.1713,,,,False,False,0.0015,0.0,1.0,0.0,0.3938,1.0,0.6587,0.3081,0.0353
HUBB,2026-04-20,1.5,0.999,1.0,0.0,0.0,,8.3175,-0.7282,0.4338,0.4239,,,,0.0,0.6322,0.0429,,,,False,True,-0.0341,0.0,0.1821,0.0,0.403,1.0,0.5192,0.363,0.2507
IDA,2026-04-20,1.5,0.999,1.0,0.0,0.3333,-0.0043,,,0.5399,0.5029,,,,0.0,0.5184,0.0429,,,,False,True,0.1947,0.0,0.0,0.0,0.3709,1.0,0.3029,0.4187,0.4112
EOAN.DE,2026-04-20,1.5,0.999,1.0,0.0,0.0,,1.0681,16.21,0.5994,0.4239,,,,0.0,0.6322,0.031,,,,False,True,0.0617,0.0,0.9191,0.0,0.2686,1.0,0.3654,0.0984,0.4152
ORSTED.CO,2026-04-20,1.5,0.999,1.0,0.0,0.75,-0.0085,5.8983,1.5604,0.6593,0.4185,,,,0.0,0.806,0.031,,,,False,True,0.1298,0.0,1.0,0.0,0.0861,1.0,0.0337,0.0,0.363
UUUU,2026-04-20,2.0,0.999,1.0,0.0,0.3333,-0.1382,,,0.4237,0.4239,,,,0.0,0.5,0.0429,,,,False,True,-0.1261,0.0,0.6154,0.0,0.5203,1.0,0.9712,0.0,0.6593
NOC,2026-04-20,1.5,0.999,1.0,0.7393,0.3333,0.2957,,,0.4647,0.4239,,,,0.3954,0.5,0.1615,,,,False,False,0.0413,0.0,0.0,0.0,0.2321,1.0,0.3365,0.0,0.4873
DRS,2026-04-20,1.5,0.999,1.0,0.7032,0.9167,0.1406,11.6718,-0.0975,0.4958,0.4239,,,,0.3542,0.8461,0.1492,,,,False,False,0.0842,0.0,0.0,0.0,0.2641,1.0,0.4183,0.0793,0.3251
AM.PA,2026-04-20,1.5,0.999,1.0,0.8979,0.6667,0.1197,10.3699,3.4678,0.43,0.4239,,,,0.5113,0.7878,0.1844,,,,False,False,-0.0663,0.0,0.332,0.0,0.1643,1.0,0.1538,0.0714,0.3711
CHG.L,2026-04-20,1.5,0.999,1.0,0.308,0.2333,0.1232,,,0.6296,0.4239,,,,0.114,0.4767,0.0652,,,,False,False,0.1778,0.0,0.5059,0.0,0.2533,1.0,0.399,0.1115,0.2457
QQ.L,2026-04-20,2.0,0.999,1.0,0.0,0.2333,-0.2003,,,0.6699,0.4239,,,,0.0,0.4767,0.031,,,,False,True,0.1445,0.0,1.0,0.0,0.15,1.0,0.2163,0.0,0.3176
SJW,2026-04-20,1.5,0.999,1.0,0.0,0.0,,,,0.5,0.0,,,,,0.3233,,,,,False,False,0.0,0.0,0.0,0.0,0.3434,0.0318,0.5,0.1085,0.5
MSEX,2026-04-20,1.5,0.999,1.0,0.0,0.0,,,,0.5914,0.5029,,,,0.0,0.4407,0.0429,,,,False,True,0.278,0.0,0.0,0.0,0.0666,1.0,0.0817,0.0,0.1694
UU.L,2026-04-20,1.5,0.999,1.0,0.0627,0.75,0.0125,88.615,-0.5916,0.4968,0.4239,,,,0.0315,0.8072,0.0405,,,,False,True,-0.0054,0.0,0.5052,0.0,0.3275,1.0,0.3221,0.3064,0.3803
AAL.L,2026-04-20,1.5,0.999,1.0,0.0,0.0,,8.5022,-3.1369,0.577,0.4239,,,,0.0,0.6322,0.031,,,,False,True,0.1962,0.0,0.0,0.0,0.3983,1.0,0.5962,0.1796,0.4401
RIO.L,2026-04-20,1.5,0.999,1.0,0.5646,0.75,0.1129,24.6302,-0.7205,0.7159,0.4239,,,,0.1602,0.8072,0.0791,,,,False,False,0.3129,0.0,0.4882,0.0,0.3887,1.0,0.5337,0.2431,0.3901
ALB,2026-04-20,1.5,0.999,1.0,0.0,0.0,,1.2181,7.6677,0.3014,0.4239,,,,0.0,0.6322,0.0429,,,,False,True,-0.3898,0.0,0.6439,0.0,0.4634,1.0,0.9183,0.1059,0.2686
AA,2026-04-20,1.5,0.999,1.0,0.0,0.0,,,,0.6146,0.4239,,,,0.0,0.4222,0.0429,,,,False,True,0.2481,0.0,0.0,0.0,0.4219,1.0,0.9038,0.0,0.302
CS.TO,2026-04-20,1.5,0.999,1.0,0.0,0.75,-0.0885,1.169,-1.4855,0.6035,0.5029,,,,0.0,0.8257,0.0385,,,,False,True,0.1684,0.0,0.7178,0.0,0.3618,1.0,0.6298,0.0,0.5494
MRVL,2026-04-20,1.5,0.999,1.0,0.0,0.9167,-0.2489,10.4018,-0.857,0.5467,0.4239,,,,0.0,0.8461,0.0429,,,,False,True,0.1545,0.0,0.0,0.0,0.5525,1.0,0.8269,0.5544,0.0
SMCI,2026-04-20,1.5,0.999,1.0,0.0,0.0,,5.7799,-0.9874,0.4208,0.4239,,,,0.0,0.6322,0.0429,,,,False,True,-0.0193,0.0,0.0,0.0,0.1169,1.0,0.0288,0.0,0.527
COMET.SW,2026-04-20,1.5,0.999,1.0,0.0,0.0,,,,0.5,0.0,,,,,0.3233,,,,,False,False,0.0,0.0,0.0,0.0,0.3,0.0,0.5,0.0,0.5
LR.PA,2026-04-20,2.0,0.999,1.0,1.0,0.75,0.3986,46.6048,0.8723,0.3694,0.4239,,,,0.63,0.8072,0.22,,,,False,False,-0.1098,0.0,0.1091,0.0,0.3347,1.0,0.476,0.3154,0.0905
ELI.BR,2026-04-20,1.5,0.999,1.0,0.0043,0.75,0.0053,3.2915,-0.3113,0.6319,0.4239,,,,0.0016,0.8072,0.0315,,,,False,True,0.092,0.0,1.0,0.0,0.3605,1.0,0.4712,0.2581,0.3439
DUK,2026-04-20,2.0,0.999,1.0,0.0,0.0,,,,0.5929,0.4239,,,,0.0,0.4222,0.0429,,,,False,True,0.1799,0.0,0.2128,0.0,0.2303,1.0,0.1923,0.1828,0.4013
KAP.L,2026-04-20,2.0,0.999,1.0,1.0,0.6667,0.4972,9.2829,2.737,0.4142,0.4239,,,,0.5852,0.7878,0.2066,,,,False,False,-0.1299,0.0,0.5639,0.0,0.5744,1.0,0.8221,0.3764,0.4752
PSN,2026-04-20,2.0,0.999,1.0,0.0,0.0,,,,0.5217,0.4239,,,,0.0,0.4222,0.0429,,,,False,True,0.071,0.0,0.2722,0.0,0.1402,1.0,0.0481,0.0,0.6048
WTS,2026-04-20,1.5,0.999,1.0,0.0,0.0,,,,0.6522,0.4239,,,,0.0,0.4222,0.0429,,,,False,True,0.4038,0.0,0.0,0.0,0.2412,1.0,0.4519,0.0,0.302
KGHM.WA,2026-04-20,1.5,0.999,1.0,0.0,0.0,,,,0.5,0.0,,,,,0.3233,,,,,False,False,0.0,0.0,0.0,0.0,0.3,0.0,0.5,0.0,0.5
FORM,2026-04-20,1.5,0.999,1.0,0.0,0.0,,,,0.5619,0.4239,,,,0.0,0.4222,0.0429,,,,False,True,0.0834,0.0,0.5115,0.0,0.7034,1.0,0.9808,0.6619,0.2316
SO,2026-04-20,2.0,0.999,1.0,0.0,0.0,,,,0.572,0.4239,,,,0.0,0.4222,0.0429,,,,False,True,0.1894,0.0,0.0,0.0,0.2506,1.0,0.1875,0.1527,0.5727
EDPR.LS,2026-04-20,1.5,0.999,1.0,0.0,0.75,-0.0053,23.6748,-2.6106,0.5889,0.4239,,,,0.0,0.8072,0.031,,,,False,True,0.189,0.0,0.1319,0.0,0.313,1.0,0.5721,0.0936,0.2334
A2A.MI,2026-04-20,1.5,0.999,1.0,0.0,0.0,,3.0062,1.8171,0.6661,0.4239,,,,0.0,0.6322,0.031,,,,False,True,0.25,0.0,0.3849,0.0,0.2005,1.0,0.25,0.0,0.5027
H.TO,2026-04-20,1.5,0.999,1.0,0.1126,0.75,0.0165,63.927,0.1971,0.5683,0.4239,,,,0.0486,0.8072,0.053,,,,False,True,0.0662,0.0,0.6555,0.0,0.2652,1.0,0.226,0.232,0.4098
ETR,2026-04-20,2.0,0.999,1.0,0.0,0.0,,,,0.567,0.4239,,,,0.0,0.4222,0.0429,,,,False,True,0.1825,0.0,0.0,0.0,0.343,1.0,0.4375,0.349,0.1421
ESLT,2026-04-20,2.0,0.999,1.0,0.9282,0.75,0.1648,60.6677,0.0777,0.3102,0.4239,,,,0.6396,0.8072,0.2348,,,,False,False,-0.185,0.0,0.0725,0.0,0.3743,1.0,0.774,0.0,0.3236
AVAV,2026-04-20,2.0,0.999,1.0,0.0,0.0,,,,0.2996,0.4239,,,,0.0,0.4222,0.0429,,,,False,True,-0.1866,0.0,0.0,0.0,0.1893,1.0,0.1635,0.0,0.6194
AXON,2026-04-20,2.0,0.999,1.0,0.0,0.0,,,,0.2174,0.4239,,,,0.0,0.4222,0.0429,,,,False,True,-0.5737,0.0,0.0,0.0,0.0682,1.0,0.0048,0.0,0.3316
HWM,2026-04-20,1.5,0.999,1.0,0.0,0.0,,,,0.4122,0.4239,,,,0.0,0.4222,0.0429,,,,False,True,-0.0311,0.0,0.0,0.0,0.391,1.0,0.6635,0.2215,0.1851
DRW3.DE,2026-04-20,1.5,0.999,1.0,0.6414,0.75,0.0855,20.9824,0.5898,0.3076,0.4239,,,,0.4437,0.8072,0.1641,,,,True,False,-0.3668,0.0,0.6915,0.0,0.4842,1.0,0.4856,0.5327,0.3844
YORW,2026-04-20,1.5,0.999,1.0,0.0,0.0,,,,0.4639,0.4239,,,,0.0,0.4222,0.0429,,,,False,True,0.0402,0.0,0.0,0.0,0.0844,1.0,0.0721,0.0,0.2778
CWT,2026-04-20,1.5,0.999,1.0,0.0,0.0,,,,0.269,0.4239,,,,0.0,0.4222,0.0429,,,,False,True,-0.2288,0.0,0.0,0.0,0.1234,1.0,0.1058,0.0,0.4053
ARTNA,2026-04-20,1.5,0.999,1.0,0.0,0.0,,,,0.3786,0.4239,,,,0.0,0.4222,0.0429,,,,False,True,-0.0776,0.0,0.0,0.0,0.1405,1.0,0.1106,0.0424,0.3966
NEO.TO,2026-04-20,1.5,0.999,1.0,0.0,0.75,-0.0835,5.1168,1.474,0.5586,0.4239,,,,0.0,0.8072,0.0385,,,,False,True,0.115,0.0,0.3105,0.0,0.4203,1.0,0.8365,0.0,0.4285
HAYN,2026-04-20,2.0,0.999,1.0,0.0,0.0,,,,0.5,0.0,,,,,0.3233,,,,,False,False,0.0,0.0,0.0,0.0,0.3,0.0,0.5,0.0,0.5
MT,2026-04-20,1.5,0.999,1.0,0.0,0.75,-0.0374,2.3816,1.2361,0.6064,0.4239,,,,0.0,0.8072,0.0429,,,,False,True,0.1307,0.0,0.5899,0.0,0.4163,1.0,0.7885,0.0774,0.3496
ARM,2026-04-20,1.5,0.999,1.0,0.1847,0.75,0.029,112.5442,0.1546,0.2174,0.4239,,,,0.1444,0.8072,0.0862,,,,False,True,-0.3358,0.0,0.0,0.0,0.2833,1.0,0.5481,0.1131,0.0942
TER,2026-04-20,2.0,0.999,1.0,0.0,0.0,,,,0.4418,0.4239,,,,0.0,0.4222,0.0429,,,,False,True,-0.0269,0.0,0.2035,0.0,0.5887,1.0,0.976,0.317,0.3574
PRY.MI,2026-04-20,1.5,0.999,1.0,0.0,0.0,,13.8215,1.8152,0.5232,0.4239,,,,0.0,0.6322,0.031,,,,False,True,0.0935,0.0,0.1581,0.0,0.5394,1.0,0.851,0.3794,0.236
EMR,2026-04-20,2.0,0.999,1.0,0.0,0.0,,13.4109,-0.0124,0.5185,0.5029,,,,0.0,0.6507,0.0429,,,,False,True,0.1392,0.0,0.1156,0.0,0.237,1.0,0.3846,0.0194,0.3769
RHM.DE,2026-04-20,1.5,0.999,1.0,1.0,0.6667,0.2763,41.8689,2.7178,0.43,0.5029,,,,0.5694,0.8062,0.2018,,,,False,False,-0.0139,0.0,0.1692,0.0,0.0937,1.0,0.0769,0.0,0.3145
BA.L,2026-04-20,1.5,0.999,1.0,0.0,0.0,,68.6165,-0.1751,0.4336,0.5029,,,,0.0,0.6507,0.031,,,,False,True,-0.021,0.0,0.241,0.0,0.2991,1.0,0.3173,0.3071,0.2465
HEI,2026-04-20,1.5,0.999,1.0,0.0,0.0,,,,0.2528,0.4239,,,,0.0,0.4222,0.0429,,,,False,True,-0.2512,0.0,0.0,0.0,0.1046,1.0,0.1154,0.0,0.292
GF.SW,2026-04-20,1.5,0.999,1.0,0.529,0.6667,0.1058,27.7531,-0.117,0.408,0.4212,,,,0.3129,0.7872,0.1249,,,,False,False,-0.0998,0.0,0.349,0.0,0.0891,1.0,0.0096,0.0,0.4262
ERII,2026-04-20,1.5,0.999,1.0,0.0,0.0,,40.0763,-0.0032,0.4818,0.5029,,,,0.0,0.6507,0.0429,,,,False,True,0.1006,0.0,0.0,0.0,0.1158,1.0,0.0192,0.0,0.5404
ANET,2026-04-20,1.5,0.999,1.0,0.0,0.0,,44.9336,-0.1737,0.4015,0.5029,,,,0.0,0.6507,0.0429,,,,False,True,-0.1158,0.0,0.4795,0.0,0.5051,1.0,0.6442,0.4208,0.3957
POWL,2026-04-20,1.5,0.999,1.0,0.0,0.0,,2.4061,-0.1257,0.4252,0.4239,,,,0.0,0.6322,0.0429,,,,False,True,-0.0132,0.0,0.0,0.0,0.2087,1.0,0.1731,0.0,0.6971
RED.MC,2026-04-20,1.5,0.999,1.0,0.0,0.0,,131.7334,-0.1019,0.5612,0.4239,,,,0.0,0.6322,0.031,,,,False,True,-0.0056,0.0,1.0,0.0,0.0898,1.0,0.0529,0.0,0.3434
ENEL.MI,2026-04-20,1.5,0.999,1.0,0.0,0.6667,0.1184,1.5847,12.8842,0.3009,0.4239,,,,0.0,0.7878,0.031,,,,False,True,-0.207,0.0,0.1234,0.0,0.3039,1.0,0.3269,0.1539,0.5578
ALFEN.AS,2026-04-20,2.0,0.999,1.0,0.0,0.75,-0.0759,6.3447,-2.6169,0.273,0.4239,,,,0.0,0.8072,0.031,,,,False,True,-0.2232,0.0,0.0,0.0,0.0886,1.0,0.0433,0.0,0.3562
DNN,2026-04-20,2.0,0.999,1.0,0.0,0.0,,0.1755,3.8393,0.4122,0.4239,,,,0.0,0.6322,0.0429,,,,False,True,-0.0351,0.0,0.0216,0.0,0.4639,1.0,0.8558,0.0,0.6081
FORTUM.HE,2026-04-20,2.0,0.999,1.0,0.3807,0.75,0.0508,15.7328,1.6513,0.5845,0.4212,,,,0.158,0.8066,0.0784,,,,False,False,0.1747,0.0,0.1773,0.0,0.314,1.0,0.4808,0.1332,0.342
LMT,2026-04-20,1.5,0.999,1.0,1.0,0.9167,0.4282,7.0809,0.0709,0.3743,0.4239,,,,0.6251,0.8461,0.2304,,,,False,False,-0.0834,0.0,0.0,0.0,0.2204,1.0,0.3702,0.0,0.3616
RTX,2026-04-20,2.0,0.999,1.0,0.0,0.0,,,,0.5422,0.4239,,,,0.0,0.4222,0.0429,,,,False,True,0.1147,0.0,0.1862,0.0,0.2935,1.0,0.4567,0.0819,0.3905
GD,2026-04-20,1.5,0.999,1.0,0.8655,0.3333,0.3462,,,0.4538,0.4239,,,,0.4723,0.5,0.1846,,,,False,False,0.0263,0.0,0.0,0.0,0.1826,1.0,0.2308,0.0575,0.3362
SAIC,2026-04-20,2.0,0.999,1.0,1.0,0.3333,0.4505,,,0.5367,0.4239,,,,0.4628,0.5,0.1818,,,,False,False,0.1406,0.0,0.0,0.0,0.0792,1.0,0.0385,0.0,0.3192
PNR,2026-04-20,1.5,0.999,1.0,0.0,0.0,,12.3649,-0.4792,0.5207,0.5029,,,,0.0,0.6507,0.0429,,,,False,True,0.1636,0.0,0.0,0.0,0.1297,1.0,0.1202,0.0,0.4081
SVT.L,2026-04-20,1.5,0.999,1.0,0.077,0.75,0.0154,23.1298,-3.3188,0.4875,0.4239,,,,0.0394,0.8072,0.0428,,,,False,True,0.0002,0.0,0.4027,0.0,0.3087,1.0,0.2885,0.2672,0.4322
UMI.BR,2026-04-20,2.0,0.999,1.0,0.0,0.0,,3.3581,0.8393,0.6216,0.4239,,,,0.0,0.6322,0.031,,,,False,True,0.118,0.0,0.7764,0.0,0.3665,1.0,0.6538,0.0,0.5248
ATYM.L,2026-04-20,1.5,0.999,1.0,0.0,0.6667,-0.0356,1.4095,3.6235,0.5396,0.4239,,,,0.0,0.7878,0.031,,,,False,True,0.1446,0.0,0.0,0.0,0.377,1.0,0.7115,0.0,0.462
LAC,2026-04-20,1.5,0.999,1.0,0.0,0.0,,,,0.4905,0.5029,,,,0.0,0.4407,0.0429,,,,False,True,-0.0654,0.0,1.0,0.0,0.2808,1.0,0.4087,0.0,0.5865
FM.TO,2026-04-20,1.5,0.999,1.0,0.0,0.75,-0.0545,6.315,1.6018,0.5244,0.4239,,,,0.0,0.8072,0.0385,,,,False,True,0.054,0.0,0.3867,0.0,0.4494,1.0,0.7067,0.1565,0.5204
