date,value
2021-03-01,11.341273951320565
2021-04-01,17.466307277628033
2021-05-01,19.24708377518558
2021-06-01,19.717573221757334
2021-07-01,20.129533678756474
2021-08-01,20.131240349974266
2021-09-01,20.551406649616368
2021-10-01,22.37404580152671
2021-11-01,22.686333837619756
2021-12-01,20.36807980049875
2022-01-01,20.338378906249986
2022-02-01,19.97150997150998
2022-03-01,20.936744186046518
2022-04-01,21.757687012391003
2022-05-01,21.49888839484213
2022-06-01,22.433813892529475
2022-07-01,17.43541082596507
2022-08-01,15.47929653192812
2022-09-01,13.67119544463209
2022-10-01,10.228515584388575
2022-11-01,8.16730856971395
2022-12-01,6.861331410718585
2023-01-01,5.588895245746639
2023-02-01,2.378294941819048
2023-03-01,-1.1353234825817071
2023-04-01,-3.166861407410193
2023-05-01,-7.165939008457423
2023-06-01,-9.416915550702754
2023-07-01,-6.772222099796521
2023-08-01,-4.402217061280811
2023-09-01,-3.346049615898583
2023-10-01,-3.723293883294776
2023-11-01,-3.9143933089372474
2023-12-01,-3.114033897253543
2024-01-01,-3.428160798072444
2024-02-01,-1.447023029431438
2024-03-01,-0.7651850526332216
2024-04-01,0.027247107914107893
2024-05-01,0.6476918831552769
2024-06-01,0.8091073820215788
2024-07-01,1.3733330706955371
2024-08-01,-0.8603694504812243
2024-09-01,-2.414514895687714
2024-10-01,-0.8272202890372782
2024-11-01,0.14039611478471326
2024-12-01,1.4235630297839696
2025-01-01,2.4090153040516427
2025-02-01,1.7934616320030239
2025-03-01,1.3445971108802413
2025-04-01,0.5502416549276523
2025-05-01,1.317990074927633
2025-06-01,1.7884914463452528
2025-07-01,1.9574772366032889
2025-08-01,2.60194235564446
2025-09-01,3.709009743472036
2025-10-01,2.967429400073507
2025-11-01,3.437054472357026
2025-12-01,3.1275772128023016
2026-01-01,2.3799347217904776
2026-02-01,3.7757516435579452
2026-03-01,6.025336041001839
